Fecha,Fondeo-BancarioMX,Fondeo-GuberMX,TIIE-28,TIIE-91,Tasa-Banxico
29/05/2012,4.5,4.51,4.755,4.77,4.5
30/05/2012,4.5,4.51,4.765,4.79,4.5
31/05/2012,4.49,4.5,4.76,4.785,4.5
01/06/2012,4.51,4.51,4.75,4.7725,4.5
04/06/2012,4.5,4.51,4.765,4.79,4.5
05/06/2012,4.5,4.5,4.7625,4.785,4.5
06/06/2012,4.5,4.5,4.7662,4.7875,4.5
07/06/2012,4.49,4.5,4.768,4.7887,4.5
08/06/2012,4.5,4.5,4.764,4.785,4.5
11/06/2012,4.5,4.5,4.75,4.7825,4.5
12/06/2012,4.5,4.5,4.755,4.7825,4.5
13/06/2012,4.49,4.5,4.765,4.785,4.5
14/06/2012,4.49,4.5,4.7656,4.7855,4.5
15/06/2012,4.49,4.5,4.765,4.785,4.5
18/06/2012,4.47,4.48,4.76,4.78,4.5
19/06/2012,4.48,4.49,4.7645,4.775,4.5
20/06/2012,4.49,4.5,4.7675,4.7825,4.5
21/06/2012,4.48,4.48,4.7571,4.7797,4.5
22/06/2012,4.47,4.48,4.76,4.785,4.5
25/06/2012,4.48,4.48,4.7695,4.785,4.5
26/06/2012,4.48,4.48,4.773,4.788,4.5
27/06/2012,4.48,4.48,4.7725,4.785,4.5
28/06/2012,4.47,4.48,4.7636,4.795,4.5
29/06/2012,4.47,4.48,4.7651,4.7975,4.5
02/07/2012,4.48,4.48,4.77,4.7992,4.5
03/07/2012,4.47,4.48,4.7651,4.79,4.5
04/07/2012,4.47,4.48,4.7625,4.7875,4.5
05/07/2012,4.47,4.48,4.7585,4.785,4.5
06/07/2012,4.48,4.48,4.765,4.79,4.5
09/07/2012,4.48,4.48,4.7635,4.785,4.5
10/07/2012,4.47,4.48,4.7935,4.7917,4.5
11/07/2012,4.47,4.48,4.7825,4.785,4.5
12/07/2012,4.46,4.46,4.78,4.79,4.5
13/07/2012,4.46,4.47,4.785,4.795,4.5
16/07/2012,4.46,4.47,4.7875,4.7975,4.5
17/07/2012,4.46,4.46,4.7837,4.7937,4.5
18/07/2012,4.46,4.46,4.7812,4.7912,4.5
19/07/2012,4.46,4.47,4.7775,4.79,4.5
20/07/2012,4.46,4.47,4.7806,4.7936,4.5
23/07/2012,4.46,4.48,4.785,4.785,4.5
24/07/2012,4.49,4.5,4.7875,4.795,4.5
25/07/2012,4.48,4.49,4.785,4.795,4.5
26/07/2012,4.48,4.49,4.7825,4.7925,4.5
27/07/2012,4.48,4.49,4.7812,4.7962,4.5
30/07/2012,4.49,4.49,4.7775,4.7925,4.5
31/07/2012,4.49,4.5,4.7788,4.7934,4.5
01/08/2012,4.48,4.49,4.7804,4.7975,4.5
02/08/2012,4.48,4.49,4.785,4.7937,4.5
03/08/2012,4.48,4.49,4.7897,4.7975,4.5
06/08/2012,4.48,4.49,4.785,4.795,4.5
07/08/2012,4.48,4.49,4.7825,4.7975,4.5
08/08/2012,4.48,4.49,4.78,4.795,4.5
09/08/2012,4.48,4.49,4.7875,4.805,4.5
10/08/2012,4.48,4.49,4.7916,4.8025,4.5
13/08/2012,4.48,4.49,4.78,4.8025,4.5
14/08/2012,4.48,4.49,4.7866,4.8037,4.5
15/08/2012,4.47,4.49,4.7844,4.7975,4.5
16/08/2012,4.48,4.49,4.7875,4.7987,4.5
17/08/2012,4.48,4.49,4.785,4.8,4.5
20/08/2012,4.48,4.48,4.79,4.7975,4.5
21/08/2012,4.47,4.49,4.79,4.7987,4.5
22/08/2012,4.48,4.49,4.7901,4.7986,4.5
23/08/2012,4.5,4.5,4.79,4.799,4.5
24/08/2012,4.5,4.5,4.795,4.8095,4.5
27/08/2012,4.49,4.5,4.795,4.815,4.5
28/08/2012,4.5,4.5,4.8,4.815,4.5
29/08/2012,4.5,4.5,4.79,4.805,4.5
30/08/2012,4.5,4.51,4.79,4.8075,4.5
31/08/2012,4.5,4.52,4.7925,4.809,4.5
03/09/2012,4.5,4.5,4.7912,4.81,4.5
04/09/2012,4.49,4.5,4.7875,4.81,4.5
05/09/2012,4.49,4.5,4.7937,4.81,4.5
06/09/2012,4.49,4.5,4.7925,4.8125,4.5
07/09/2012,4.49,4.5,4.8,4.815,4.5
10/09/2012,4.49,4.5,4.8025,4.815,4.5
11/09/2012,4.49,4.5,4.8,4.81,4.5
12/09/2012,4.49,4.5,4.804,4.815,4.5
13/09/2012,4.49,4.5,4.805,4.825,4.5
14/09/2012,4.49,4.5,4.797,4.8125,4.5
17/09/2012,4.49,4.5,4.8,4.8176,4.5
18/09/2012,4.49,4.5,4.804,4.82,4.5
19/09/2012,4.5,4.5,4.8075,4.82,4.5
20/09/2012,4.5,4.5,4.8087,4.8206,4.5
21/09/2012,4.49,4.5,4.8025,4.8225,4.5
24/09/2012,4.49,4.5,4.81,4.8225,4.5
25/09/2012,4.49,4.5,4.815,4.8237,4.5
26/09/2012,4.5,4.5,4.81,4.8225,4.5
27/09/2012,4.5,4.5,4.81,4.8225,4.5
28/09/2012,4.51,4.52,4.805,4.82,4.5
01/10/2012,4.5,4.5,4.8075,4.82,4.5
02/10/2012,4.5,4.51,4.81,4.82,4.5
03/10/2012,4.5,4.5,4.81,4.8243,4.5
04/10/2012,4.5,4.5,4.81,4.8293,4.5
05/10/2012,4.5,4.5,4.81,4.83,4.5
08/10/2012,4.5,4.51,4.81,4.8325,4.5
09/10/2012,4.5,4.5,4.81,4.8325,4.5
10/10/2012,4.5,4.5,4.8125,4.8312,4.5
11/10/2012,4.5,4.5,4.8112,4.8262,4.5
12/10/2012,4.5,4.5,4.8112,4.825,4.5
15/10/2012,4.5,4.5,4.8125,4.83,4.5
16/10/2012,4.5,4.5,4.8162,4.84,4.5
17/10/2012,4.5,4.5,4.82,4.835,4.5
18/10/2012,4.5,4.5,4.8189,4.835,4.5
19/10/2012,4.5,4.5,4.82,4.84,4.5
22/10/2012,4.5,4.5,4.82,4.84,4.5
23/10/2012,4.5,4.51,4.8237,4.8425,4.5
24/10/2012,4.5,4.5,4.8225,4.845,4.5
25/10/2012,4.5,4.51,4.8262,4.8475,4.5
26/10/2012,4.5,4.51,4.8225,4.845,4.5
29/10/2012,4.5,4.51,4.8275,4.8495,4.5
30/10/2012,4.5,4.51,4.828,4.85,4.5
31/10/2012,4.5,4.53,4.83,4.87,4.5
01/11/2012,4.52,4.52,4.831,4.8605,4.5
05/11/2012,4.5,4.51,4.835,4.86,4.5
06/11/2012,4.5,4.51,4.8525,4.865,4.5
07/11/2012,4.5,4.5,4.8437,4.8625,4.5
08/11/2012,4.5,4.5,4.839,4.8602,4.5
09/11/2012,4.5,4.5,4.84,4.86,4.5
12/11/2012,4.5,4.5,4.846,4.865,4.5
13/11/2012,4.5,4.5,4.842,4.861,4.5
14/11/2012,4.5,4.5,4.84,4.865,4.5
15/11/2012,4.5,4.5,4.845,4.87,4.5
16/11/2012,4.51,4.52,4.84,4.8572,4.5
20/11/2012,4.5,4.5,4.836,4.8575,4.5
21/11/2012,4.49,4.5,4.8375,4.8532,4.5
22/11/2012,4.5,4.51,4.84,4.8645,4.5
23/11/2012,4.5,4.51,4.8562,4.8695,4.5
26/11/2012,4.5,4.51,4.85,4.865,4.5
27/11/2012,4.5,4.51,4.8425,4.859,4.5
28/11/2012,4.5,4.51,4.8462,4.865,4.5
29/11/2012,4.5,4.51,4.846,4.865,4.5
30/11/2012,4.5,4.52,4.8475,4.86,4.5
03/12/2012,4.5,4.5,4.8462,4.865,4.5
04/12/2012,4.5,4.5,4.8431,4.865,4.5
05/12/2012,4.49,4.5,4.835,4.865,4.5
06/12/2012,4.5,4.5,4.8395,4.8575,4.5
07/12/2012,4.5,4.5,4.84,4.8537,4.5
10/12/2012,4.5,4.5,4.84,4.8575,4.5
11/12/2012,4.5,4.5,4.84,4.8623,4.5
13/12/2012,4.5,4.5,4.84,4.86,4.5
14/12/2012,4.51,4.51,4.84,4.865,4.5
17/12/2012,4.51,4.51,4.84,4.86,4.5
18/12/2012,4.53,4.53,4.84,4.86,4.5
19/12/2012,4.54,4.53,4.84,4.86,4.5
20/12/2012,4.52,4.51,4.84,4.865,4.5
21/12/2012,4.52,4.51,4.84,4.862,4.5
24/12/2012,4.52,4.51,4.8447,4.866,4.5
26/12/2012,4.52,4.51,4.855,4.87,4.5
27/12/2012,4.51,4.51,4.8475,4.865,4.5
28/12/2012,4.51,4.51,4.8437,4.8625,4.5
31/12/2012,4.54,4.53,4.845,4.87,4.5
02/01/2013,4.51,4.51,4.8475,4.87,4.5
03/01/2013,4.51,4.5,4.8437,4.8685,4.5
04/01/2013,4.51,4.49,4.845,4.8675,4.5
07/01/2013,4.5,4.49,4.8475,4.8675,4.5
08/01/2013,4.48,4.48,4.8437,4.8637,4.5
09/01/2013,4.48,4.47,4.8475,4.8625,4.5
10/01/2013,4.47,4.46,4.8425,4.8675,4.5
11/01/2013,4.5,4.5,4.8468,4.8687,4.5
14/01/2013,4.51,4.5,4.8435,4.865,4.5
15/01/2013,4.51,4.5,4.8443,4.86,4.5
16/01/2013,4.51,4.5,4.8425,4.8575,4.5
17/01/2013,4.51,4.5,4.8447,4.8562,4.5
18/01/2013,4.51,4.51,4.8475,4.8505,4.5
21/01/2013,4.51,4.5,4.8337,4.845,4.5
22/01/2013,4.51,4.5,4.8325,4.8425,4.5
23/01/2013,4.51,4.5,4.8387,4.8487,4.5
24/01/2013,4.51,4.5,4.84,4.8325,4.5
25/01/2013,4.51,4.5,4.835,4.845,4.5
28/01/2013,4.5,4.49,4.83,4.84,4.5
29/01/2013,4.49,4.48,4.835,4.85,4.5
30/01/2013,4.48,4.47,4.8375,4.83,4.5
31/01/2013,4.5,4.49,4.84,4.84,4.5
01/02/2013,4.5,4.5,4.84,4.83,4.5
05/02/2013,4.5,4.5,4.835,4.8295,4.5
06/02/2013,4.51,4.5,4.8325,4.83,4.5
07/02/2013,4.51,4.5,4.8362,4.8337,4.5
08/02/2013,4.5,4.5,4.825,4.8285,4.5
11/02/2013,4.5,4.49,4.825,4.82,4.5
12/02/2013,4.5,4.49,4.8235,4.826,4.5
13/02/2013,4.5,4.49,4.8185,4.8225,4.5
14/02/2013,4.49,4.49,4.8255,4.8262,4.5
15/02/2013,4.5,4.49,4.83,4.83,4.5
18/02/2013,4.49,4.49,4.8325,4.835,4.5
19/02/2013,4.49,4.49,4.8262,4.8275,4.5
20/02/2013,4.49,4.49,4.8235,4.8237,4.5
21/02/2013,4.5,4.49,4.8175,4.8175,4.5
22/02/2013,4.5,4.5,4.8135,4.815,4.5
25/02/2013,4.5,4.5,4.8175,4.82,4.5
26/02/2013,4.51,4.5,4.8132,4.814,4.5
27/02/2013,4.51,4.51,4.805,4.805,4.5
28/02/2013,4.52,4.52,4.799,4.7999,4.5
01/03/2013,4.51,4.51,4.795,4.795,4.5
04/03/2013,4.51,4.51,4.7925,4.7925,4.5
05/03/2013,4.5,4.51,4.7837,4.7787,4.5
06/03/2013,4.51,4.51,4.776,4.78,4.5
07/03/2013,4.51,4.5,4.7685,4.7606,4.5
08/03/2013,4.01,4.01,4.755,4.7515,4
11/03/2013,4.01,4.01,4.345,4.36,4
12/03/2013,4.01,4.01,4.3375,4.35,4
13/03/2013,4,4,4.34,4.3525,4
14/03/2013,4,4,4.3223,4.3329,4
15/03/2013,4.03,4.04,4.321,4.3263,4
19/03/2013,4.01,4.01,4.324,4.33,4
20/03/2013,4.01,4.01,4.3181,4.3216,4
21/03/2013,4.01,4.01,4.331,4.338,4
22/03/2013,4.01,4.01,4.336,4.3405,4
25/03/2013,4.02,4.02,4.343,4.3455,4
26/03/2013,4.04,4.05,4.3465,4.349,4
27/03/2013,4.08,4.07,4.3475,4.3425,4
01/04/2013,4.02,4.01,4.3512,4.3487,4
02/04/2013,4.02,4.01,4.354,4.3557,4
03/04/2013,4.03,4.04,4.3425,4.35,4
04/04/2013,4.03,4.04,4.3462,4.355,4
05/04/2013,4.02,4.02,4.3375,4.3475,4
08/04/2013,4.03,4.03,4.3335,4.3405,4
09/04/2013,4.03,4.03,4.3425,4.3455,4
10/04/2013,4.02,4.02,4.3362,4.3412,4
11/04/2013,4.02,4.02,4.3281,4.3356,4
12/04/2013,4.02,4.01,4.3314,4.3409,4
15/04/2013,4.02,4.02,4.3348,4.345,4
16/04/2013,4.03,4.02,4.3375,4.3475,4
17/04/2013,4.02,4.01,4.3351,4.35,4
18/04/2013,4.01,4.01,4.3275,4.345,4
19/04/2013,4.02,4.02,4.3312,4.3485,4
22/04/2013,4.02,4.02,4.325,4.3375,4
23/04/2013,4.02,4.01,4.3258,4.3387,4
24/04/2013,4.02,4.01,4.3303,4.3486,4
25/04/2013,4.01,4.02,4.3251,4.3368,4
26/04/2013,4.01,4.02,4.325,4.3275,4
29/04/2013,4.01,4.02,4.3325,4.3345,4
30/04/2013,4.02,4.06,4.3275,4.34,4
02/05/2013,4.02,4.03,4.3237,4.33,4
03/05/2013,4.01,4.02,4.3293,4.3359,4
06/05/2013,4.02,4.02,4.325,4.3325,4
07/05/2013,4.02,4.02,4.3321,4.3389,4
08/05/2013,4.01,4.02,4.331,4.3387,4
09/05/2013,4.01,4.02,4.325,4.3325,4
10/05/2013,4,4.02,4.3156,4.3243,4
13/05/2013,4.01,4.02,4.315,4.33,4
14/05/2013,4.02,4.02,4.3175,4.335,4
15/05/2013,4.02,4.03,4.315,4.3236,4
16/05/2013,4.03,4.03,4.3115,4.322,4
17/05/2013,4.02,4.03,4.3139,4.3201,4
20/05/2013,4.01,4.02,4.317,4.32,4
21/05/2013,4.03,4.03,4.3175,4.32,4
22/05/2013,4.02,4.02,4.315,4.3185,4
23/05/2013,4,4.01,4.3065,4.3055,4
24/05/2013,4.01,4.01,4.311,4.3,4
27/05/2013,4.01,4.01,4.3139,4.31,4
28/05/2013,4.01,4.02,4.3075,4.308,4
29/05/2013,4.01,4.03,4.3075,4.31,4
30/05/2013,4.02,4.02,4.3075,4.31,4
31/05/2013,4.04,4.07,4.304,4.3075,4
03/06/2013,4.02,4.03,4.3098,4.3096,4
04/06/2013,4.02,4.02,4.305,4.31,4
05/06/2013,4.02,4.02,4.302,4.3045,4
06/06/2013,4.01,4.03,4.3,4.3025,4
07/06/2013,4.01,4.03,4.2975,4.3029,4
10/06/2013,4.02,4.03,4.3,4.292,4
11/06/2013,4.02,4.02,4.2986,4.3,4
12/06/2013,4.02,4.02,4.2855,4.3013,4
13/06/2013,4.02,4.02,4.2942,4.3134,4
14/06/2013,4.02,4.03,4.2971,4.3117,4
17/06/2013,4.02,4.02,4.301,4.325,4
18/06/2013,4.02,4.02,4.3015,4.3163,4
19/06/2013,4.01,4.02,4.3025,4.3111,4
20/06/2013,4.02,4.02,4.3025,4.3233,4
21/06/2013,4.02,4.01,4.3108,4.327,4
24/06/2013,4.01,4.01,4.3166,4.33,4
25/06/2013,4,4,4.3148,4.33,4
26/06/2013,3.99,3.99,4.3074,4.325,4
27/06/2013,4,4,4.3115,4.3275,4
28/06/2013,4.02,4.05,4.3144,4.326,4
01/07/2013,4.01,4.01,4.3137,4.328,4
02/07/2013,4.01,4.01,4.327,4.325,4
03/07/2013,4.01,4.01,4.321,4.3275,4
04/07/2013,4.01,4.01,4.3205,4.3287,4
05/07/2013,4.01,4.02,4.3145,4.3234,4
08/07/2013,4.01,4.01,4.3125,4.3211,4
09/07/2013,4.01,4.01,4.3152,4.32,4
10/07/2013,4.01,4.01,4.3166,4.325,4
11/07/2013,4.01,4.01,4.316,4.325,4
12/07/2013,4.01,4.01,4.3193,4.3243,4
15/07/2013,4.01,4.01,4.32,4.33,4
16/07/2013,4.01,4.01,4.32,4.33,4
17/07/2013,4.01,4.01,4.3165,4.324,4
18/07/2013,4.01,4.01,4.3182,4.322,4
19/07/2013,4.01,4.01,4.3175,4.32,4
22/07/2013,4.01,4.01,4.32,4.32,4
23/07/2013,4.01,4.01,4.32,4.3196,4
24/07/2013,4.01,4,4.315,4.315,4
25/07/2013,4.01,4,4.3175,4.3187,4
26/07/2013,4,4,4.32,4.3177,4
29/07/2013,4,4,4.32,4.3188,4
30/07/2013,4,4,4.32,4.3194,4
31/07/2013,4.01,4.02,4.32,4.3183,4
01/08/2013,4,4.01,4.32,4.3173,4
02/08/2013,4.01,4.01,4.324,4.3232,4
05/08/2013,4.01,4.01,4.322,4.3216,4
06/08/2013,4.01,4.01,4.316,4.3208,4
07/08/2013,4.01,4.01,4.3075,4.3174,4
08/08/2013,4.01,4.01,4.3075,4.3065,4
09/08/2013,4.01,4.01,4.3087,4.3115,4
12/08/2013,4,4.01,4.305,4.3075,4
13/08/2013,3.99,4,4.3025,4.3069,4
14/08/2013,3.99,4,4.3062,4.313,4
15/08/2013,3.99,4,4.2975,4.3065,4
16/08/2013,3.99,4,4.2975,4.3028,4
19/08/2013,4,4.01,4.3015,4.3012,4
20/08/2013,4,4.01,4.3007,4.308,4
21/08/2013,4,4.01,4.3,4.304,4
22/08/2013,4,4.01,4.3043,4.3044,4
23/08/2013,4,4.01,4.3,4.3062,4
26/08/2013,4,4.01,4.3,4.3025,4
27/08/2013,4,4.01,4.3,4.303,4
28/08/2013,4,4.01,4.3046,4.3049,4
29/08/2013,4,4.01,4.306,4.3085,4
30/08/2013,4.01,4.02,4.3038,4.3091,4
02/09/2013,4,4.01,4.3044,4.3074,4
03/09/2013,4.01,4.02,4.3025,4.3071,4
04/09/2013,4.01,4.01,4.305,4.3095,4
05/09/2013,4.01,4.01,4.3075,4.3097,4
06/09/2013,3.76,3.76,4.3075,4.3098,3.75
09/09/2013,3.76,3.76,4.057,4.0645,3.75
10/09/2013,3.76,3.77,4.048,4.0561,3.75
11/09/2013,3.76,3.77,4.029,4.0326,3.75
12/09/2013,3.76,3.77,4.0361,4.0356,3.75
13/09/2013,3.75,3.77,4.037,4.03,3.75
17/09/2013,3.76,3.77,4.0356,4.0304,3.75
18/09/2013,3.75,3.77,4.04,4.0395,3.75
19/09/2013,3.75,3.77,4.0425,4.0377,3.75
20/09/2013,3.76,3.76,4.0437,4.0358,3.75
23/09/2013,3.75,3.76,4.0365,4.04,3.75
24/09/2013,3.75,3.77,4.03,4.0348,3.75
25/09/2013,3.76,3.77,4.039,4.038,3.75
26/09/2013,3.76,3.77,4.0286,4.0293,3.75
27/09/2013,3.76,3.77,4.0355,4.0301,3.75
30/09/2013,3.77,3.82,4.0327,4.0286,3.75
01/10/2013,3.76,3.78,4.0265,4.025,3.75
02/10/2013,3.76,3.79,4.031,4.0275,3.75
03/10/2013,3.76,3.78,4.0255,4.02,3.75
04/10/2013,3.75,3.78,4.0341,4.0286,3.75
07/10/2013,3.75,3.77,4.0325,4.0243,3.75
08/10/2013,3.75,3.77,4.027,4.0216,3.75
09/10/2013,3.75,3.77,4.0235,4.0175,3.75
10/10/2013,3.75,3.77,4.03,4.0215,3.75
11/10/2013,3.75,3.77,4.02,4.0107,3.75
14/10/2013,3.75,3.77,4.0185,4.0125,3.75
15/10/2013,3.75,3.77,4.0167,4.0135,3.75
16/10/2013,3.75,3.78,4.0133,4.016,3.75
17/10/2013,3.75,3.77,4.01,4.0105,3.75
18/10/2013,3.75,3.78,4.01,4.013,3.75
21/10/2013,3.75,3.77,4.012,4.0025,3.75
22/10/2013,3.75,3.78,4.0081,4.006,3.75
23/10/2013,3.75,3.8,4.0015,4.001,3.75
24/10/2013,3.77,3.81,4.0035,3.9925,3.75
25/10/2013,3.51,3.53,3.9767,3.97,3.5
28/10/2013,3.51,3.53,3.7972,3.8012,3.5
29/10/2013,3.51,3.54,3.79,3.7925,3.5
30/10/2013,3.52,3.53,3.782,3.781,3.5
31/10/2013,3.55,3.59,3.7781,3.7775,3.5
01/11/2013,3.52,3.54,3.7853,3.7806,3.5
04/11/2013,3.52,3.54,3.7812,3.7806,3.5
05/11/2013,3.52,3.55,3.7895,3.7722,3.5
06/11/2013,3.53,3.56,3.785,3.78,3.5
07/11/2013,3.53,3.57,3.782,3.775,3.5
08/11/2013,3.54,3.58,3.7775,3.78,3.5
11/11/2013,3.54,3.59,3.7765,3.7825,3.5
12/11/2013,3.55,3.59,3.7885,3.7836,3.5
13/11/2013,3.55,3.61,3.7826,3.785,3.5
14/11/2013,3.55,3.6,3.7813,3.7825,3.5
15/11/2013,3.57,3.63,3.7775,3.78,3.5
19/11/2013,3.55,3.59,3.7975,3.7905,3.5
20/11/2013,3.55,3.6,3.7937,3.7915,3.5
21/11/2013,3.54,3.55,3.792,3.7925,3.5
22/11/2013,3.51,3.53,3.7911,3.7925,3.5
25/11/2013,3.5,3.53,3.8065,3.803,3.5
26/11/2013,3.5,3.53,3.7982,3.8,3.5
27/11/2013,3.51,3.53,3.8018,3.794,3.5
28/11/2013,3.51,3.54,3.8009,3.797,3.5
29/11/2013,3.55,3.62,3.802,3.7985,3.5
02/12/2013,3.52,3.55,3.796,3.795,3.5
03/12/2013,3.53,3.58,3.79,3.7905,3.5
04/12/2013,3.55,3.62,3.7862,3.786,3.5
05/12/2013,3.57,3.64,3.7877,3.79,3.5
06/12/2013,3.53,3.58,3.7888,3.7815,3.5
09/12/2013,3.54,3.56,3.7919,3.7878,3.5
10/12/2013,3.55,3.6,3.7859,3.785,3.5
11/12/2013,3.58,3.67,3.7825,3.7835,3.5
13/12/2013,3.59,3.69,3.79,3.7842,3.5
16/12/2013,3.59,3.68,3.7915,3.7871,3.5
17/12/2013,3.58,3.65,3.7932,3.791,3.5
18/12/2013,3.52,3.56,3.7916,3.7905,3.5
19/12/2013,3.53,3.55,3.7954,3.7951,3.5
20/12/2013,3.52,3.55,3.7875,3.7925,3.5
23/12/2013,3.55,3.61,3.7855,3.7865,3.5
24/12/2013,3.6,3.69,3.7902,3.7912,3.5
26/12/2013,3.58,3.66,3.7941,3.7872,3.5
27/12/2013,3.61,3.66,3.7925,3.7887,3.5
30/12/2013,3.6,3.66,3.7962,3.794,3.5
31/12/2013,3.64,3.68,3.79,3.7975,3.5
02/01/2014,3.55,3.59,3.795,3.8045,3.5
03/01/2014,3.54,3.55,3.795,3.8059,3.5
06/01/2014,3.5,3.52,3.7925,3.8,3.5
07/01/2014,3.49,3.5,3.7962,3.813,3.5
08/01/2014,3.46,3.48,3.7994,3.819,3.5
09/01/2014,3.46,3.47,3.8005,3.8163,3.5
10/01/2014,3.46,3.47,3.7927,3.8031,3.5
13/01/2014,3.46,3.47,3.7945,3.8165,3.5
14/01/2014,3.46,3.47,3.7972,3.814,3.5
15/01/2014,3.46,3.47,3.7933,3.8081,3.5
16/01/2014,3.46,3.48,3.7843,3.7943,3.5
17/01/2014,3.48,3.5,3.7825,3.8005,3.5
20/01/2014,3.47,3.49,3.7665,3.7918,3.5
21/01/2014,3.47,3.5,3.7615,3.7769,3.5
22/01/2014,3.49,3.53,3.767,3.7825,3.5
23/01/2014,3.51,3.53,3.7771,3.7862,3.5
24/01/2014,3.52,3.55,3.7645,3.7825,3.5
27/01/2014,3.52,3.54,3.765,3.7855,3.5
28/01/2014,3.5,3.52,3.765,3.7805,3.5
29/01/2014,3.48,3.5,3.765,3.7789,3.5
30/01/2014,3.48,3.51,3.7726,3.7756,3.5
31/01/2014,3.5,3.53,3.7761,3.7818,3.5
04/02/2014,3.49,3.51,3.7705,3.7885,3.5
05/02/2014,3.49,3.51,3.7755,3.7892,3.5
06/02/2014,3.48,3.51,3.7643,3.7763,3.5
07/02/2014,3.48,3.5,3.7671,3.7896,3.5
10/02/2014,3.48,3.51,3.7815,3.791,3.5
11/02/2014,3.48,3.51,3.784,3.797,3.5
12/02/2014,3.48,3.51,3.7778,3.7901,3.5
13/02/2014,3.49,3.51,3.789,3.795,3.5
14/02/2014,3.48,3.51,3.7915,3.804,3.5
17/02/2014,3.48,3.51,3.7872,3.804,3.5
18/02/2014,3.48,3.51,3.795,3.81,3.5
19/02/2014,3.48,3.51,3.8025,3.815,3.5
20/02/2014,3.49,3.52,3.793,3.805,3.5
21/02/2014,3.49,3.52,3.7935,3.8,3.5
24/02/2014,3.49,3.52,3.7975,3.8075,3.5
25/02/2014,3.49,3.52,3.7937,3.8062,3.5
26/02/2014,3.5,3.53,3.8025,3.8125,3.5
27/02/2014,3.5,3.53,3.7962,3.8062,3.5
28/02/2014,3.52,3.6,3.7917,3.8035,3.5
03/03/2014,3.5,3.53,3.7919,3.8002,3.5
04/03/2014,3.48,3.51,3.7956,3.8025,3.5
05/03/2014,3.49,3.51,3.7987,3.8087,3.5
06/03/2014,3.49,3.52,3.8,3.807,3.5
07/03/2014,3.49,3.51,3.8012,3.8087,3.5
10/03/2014,3.49,3.51,3.8006,3.8068,3.5
11/03/2014,3.49,3.51,3.8025,3.81,3.5
12/03/2014,3.49,3.52,3.7937,3.8012,3.5
13/03/2014,3.49,3.51,3.7918,3.8006,3.5
14/03/2014,3.51,3.54,3.8,3.81,3.5
18/03/2014,3.48,3.51,3.8075,3.8175,3.5
19/03/2014,3.48,3.52,3.795,3.8025,3.5
20/03/2014,3.49,3.52,3.8,3.81,3.5
21/03/2014,3.49,3.52,3.8012,3.8112,3.5
24/03/2014,3.49,3.52,3.8062,3.811,3.5
25/03/2014,3.48,3.51,3.805,3.81,3.5
26/03/2014,3.48,3.51,3.8125,3.8175,3.5
27/03/2014,3.48,3.51,3.8067,3.8163,3.5
28/03/2014,3.49,3.52,3.8033,3.8031,3.5
31/03/2014,3.51,3.56,3.8125,3.808,3.5
01/04/2014,3.49,3.51,3.815,3.81,3.5
02/04/2014,3.49,3.53,3.8125,3.8175,3.5
03/04/2014,3.51,3.55,3.8157,3.8077,3.5
04/04/2014,3.52,3.55,3.8125,3.8125,3.5
07/04/2014,3.52,3.54,3.8012,3.807,3.5
08/04/2014,3.51,3.54,3.8054,3.8002,3.5
09/04/2014,3.51,3.54,3.8132,3.8184,3.5
10/04/2014,3.51,3.54,3.8087,3.813,3.5
11/04/2014,3.51,3.54,3.804,3.8165,3.5
14/04/2014,3.51,3.54,3.796,3.8075,3.5
15/04/2014,3.52,3.55,3.8,3.8075,3.5
16/04/2014,3.54,3.57,3.8085,3.8125,3.5
21/04/2014,3.5,3.53,3.795,3.8075,3.5
22/04/2014,3.5,3.52,3.811,3.8218,3.5
23/04/2014,3.49,3.51,3.8075,3.8175,3.5
24/04/2014,3.48,3.51,3.8145,3.8287,3.5
25/04/2014,3.48,3.51,3.8022,3.8143,3.5
28/04/2014,3.49,3.51,3.8152,3.826,3.5
29/04/2014,3.49,3.52,3.7956,3.8075,3.5
30/04/2014,3.51,3.57,3.795,3.8067,3.5
02/05/2014,3.5,3.53,3.7905,3.81,3.5
05/05/2014,3.49,3.52,3.8,3.8086,3.5
06/05/2014,3.49,3.53,3.805,3.815,3.5
07/05/2014,3.5,3.54,3.798,3.8122,3.5
08/05/2014,3.5,3.54,3.801,3.8148,3.5
09/05/2014,3.5,3.53,3.8149,3.826,3.5
12/05/2014,3.5,3.52,3.7987,3.8087,3.5
13/05/2014,3.5,3.53,3.7935,3.812,3.5
14/05/2014,3.5,3.53,3.809,3.82,3.5
15/05/2014,3.5,3.54,3.8171,3.8284,3.5
16/05/2014,3.51,3.54,3.8075,3.8175,3.5
19/05/2014,3.5,3.53,3.8084,3.8184,3.5
20/05/2014,3.49,3.52,3.7948,3.8093,3.5
21/05/2014,3.5,3.52,3.8,3.8153,3.5
22/05/2014,3.5,3.53,3.8085,3.821,3.5
23/05/2014,3.5,3.53,3.8072,3.823,3.5
26/05/2014,3.5,3.53,3.816,3.8297,3.5
27/05/2014,3.5,3.53,3.7915,3.8087,3.5
28/05/2014,3.5,3.53,3.8085,3.816,3.5
29/05/2014,3.5,3.53,3.7968,3.8128,3.5
30/05/2014,3.51,3.56,3.7858,3.8014,3.5
02/06/2014,3.5,3.53,3.7785,3.7947,3.5
03/06/2014,3.51,3.54,3.8043,3.816,3.5
